SatisfactionKey,OrderNumber,OrderDateKey,SurveyDateKey,SatisfactionScore,Comments
33212,ORD00033212,20240325,20240401,4,
33213,ORD00033213,20240325,20240331,4,
33214,ORD00033214,20240325,20240401,5,
33215,ORD00033215,20240325,20240328,5,
33216,ORD00033216,20240325,20240330,5,
33217,ORD00033217,20240325,20240330,4,
33218,ORD00033218,20240325,20240327,1,Follow-up required
33219,ORD00033219,20240325,20240327,4,
33220,ORD00033220,20240325,20240329,4,
33221,ORD00033221,20240325,20240330,3,
33222,ORD00033222,20240325,20240327,5,
33223,ORD00033223,20240325,20240330,3,
33224,ORD00033224,20240325,20240327,1,Follow-up required
33225,ORD00033225,20240325,20240326,4,
33226,ORD00033226,20240325,20240328,5,
33227,ORD00033227,20240325,20240331,3,
33228,ORD00033228,20240325,20240401,5,
33229,ORD00033229,20240325,20240401,4,
33230,ORD00033230,20240325,20240330,3,
33231,ORD00033231,20240325,20240329,2,Follow-up required
33232,ORD00033232,20240325,20240331,5,
33233,ORD00033233,20240325,20240331,4,
33234,ORD00033234,20240325,20240401,5,
33235,ORD00033235,20240325,20240331,4,
33236,ORD00033236,20240325,20240329,3,
33237,ORD00033237,20240325,20240329,3,
33238,ORD00033238,20240325,20240328,2,Follow-up required
33239,ORD00033239,20240325,20240330,4,
33240,ORD00033240,20240325,20240329,4,
33241,ORD00033241,20240325,20240328,5,
33242,ORD00033242,20240325,20240326,3,
33243,ORD00033243,20240325,20240401,3,
33244,ORD00033244,20240325,20240326,2,Follow-up required
33245,ORD00033245,20240325,20240328,3,
33246,ORD00033246,20240325,20240331,4,
33247,ORD00033247,20240325,20240327,5,
33248,ORD00033248,20240325,20240328,4,
33249,ORD00033249,20240325,20240330,5,
33250,ORD00033250,20240325,20240327,3,
33251,ORD00033251,20240325,20240330,2,Follow-up required
33252,ORD00033252,20240325,20240401,3,
33253,ORD00033253,20240325,20240329,3,
33254,ORD00033254,20240325,20240326,4,
33255,ORD00033255,20240325,20240327,3,
33256,ORD00033256,20240325,20240330,5,
33257,ORD00033257,20240325,20240401,5,
33258,ORD00033258,20240325,20240330,3,
33259,ORD00033259,20240325,20240327,5,
33260,ORD00033260,20240325,20240326,4,
33261,ORD00033261,20240325,20240330,3,
33262,ORD00033262,20240325,20240330,5,
33263,ORD00033263,20240325,20240329,3,
33264,ORD00033264,20240325,20240326,5,
33265,ORD00033265,20240325,20240328,3,
33266,ORD00033266,20240325,20240327,4,
33267,ORD00033267,20240325,20240326,4,
33268,ORD00033268,20240325,20240326,5,
33269,ORD00033269,20240325,20240329,2,Follow-up required
33270,ORD00033270,20240325,20240327,2,Follow-up required
33271,ORD00033271,20240325,20240328,4,
33272,ORD00033272,20240325,20240331,2,Follow-up required
33273,ORD00033273,20240325,20240329,4,
33274,ORD00033274,20240325,20240326,5,
33275,ORD00033275,20240325,20240328,5,
33276,ORD00033276,20240325,20240329,5,
33277,ORD00033277,20240325,20240328,5,
33278,ORD00033278,20240325,20240331,5,
33279,ORD00033279,20240326,20240401,5,
33280,ORD00033280,20240326,20240327,3,
33281,ORD00033281,20240326,20240330,4,
33282,ORD00033282,20240326,20240331,5,
33283,ORD00033283,20240326,20240402,4,
33284,ORD00033284,20240326,20240329,5,
33285,ORD00033285,20240326,20240402,1,Follow-up required
33286,ORD00033286,20240326,20240401,5,
33287,ORD00033287,20240326,20240401,4,
33288,ORD00033288,20240326,20240327,3,
33289,ORD00033289,20240326,20240402,1,Follow-up required
33290,ORD00033290,20240326,20240330,3,
33291,ORD00033291,20240326,20240329,5,
33292,ORD00033292,20240326,20240327,4,
33293,ORD00033293,20240326,20240329,5,
33294,ORD00033294,20240326,20240401,4,
33295,ORD00033295,20240326,20240329,5,
33296,ORD00033296,20240326,20240401,4,
33297,ORD00033297,20240326,20240401,3,
33298,ORD00033298,20240326,20240331,3,
33299,ORD00033299,20240326,20240328,5,
33300,ORD00033300,20240326,20240330,3,
33301,ORD00033301,20240326,20240401,3,
33302,ORD00033302,20240326,20240402,1,Follow-up required
33303,ORD00033303,20240326,20240401,3,
33304,ORD00033304,20240326,20240328,5,
33305,ORD00033305,20240326,20240331,4,
33306,ORD00033306,20240326,20240331,4,
33307,ORD00033307,20240326,20240330,5,
33308,ORD00033308,20240326,20240329,4,
33309,ORD00033309,20240326,20240329,5,
33310,ORD00033310,20240326,20240327,3,
33311,ORD00033311,20240326,20240402,5,
33312,ORD00033312,20240326,20240329,2,Follow-up required
33313,ORD00033313,20240326,20240401,5,
33314,ORD00033314,20240326,20240402,4,
33315,ORD00033315,20240326,20240329,3,
33316,ORD00033316,20240326,20240327,4,
33317,ORD00033317,20240326,20240328,3,
33318,ORD00033318,20240326,20240402,2,Follow-up required
33319,ORD00033319,20240326,20240331,4,
33320,ORD00033320,20240326,20240402,5,
33321,ORD00033321,20240326,20240331,4,
33322,ORD00033322,20240326,20240401,4,
33323,ORD00033323,20240326,20240329,1,Follow-up required
33324,ORD00033324,20240326,20240327,2,Follow-up required
33325,ORD00033325,20240326,20240401,4,
33326,ORD00033326,20240326,20240329,5,
33327,ORD00033327,20240326,20240330,5,
33328,ORD00033328,20240326,20240327,3,
33329,ORD00033329,20240326,20240402,4,
33330,ORD00033330,20240326,20240328,4,
33331,ORD00033331,20240326,20240328,4,
33332,ORD00033332,20240326,20240329,4,
33333,ORD00033333,20240326,20240327,5,
33334,ORD00033334,20240326,20240401,1,Follow-up required
33335,ORD00033335,20240326,20240401,5,
33336,ORD00033336,20240326,20240330,2,Follow-up required
33337,ORD00033337,20240326,20240331,4,
33338,ORD00033338,20240326,20240327,5,
33339,ORD00033339,20240326,20240330,4,
33340,ORD00033340,20240326,20240329,2,Follow-up required
33341,ORD00033341,20240326,20240328,3,
33342,ORD00033342,20240326,20240331,4,
33343,ORD00033343,20240326,20240328,2,Follow-up required
33344,ORD00033344,20240326,20240330,4,
33345,ORD00033345,20240326,20240331,3,
33346,ORD00033346,20240326,20240330,5,
33347,ORD00033347,20240326,20240328,2,Follow-up required
33348,ORD00033348,20240326,20240402,4,
33349,ORD00033349,20240326,20240327,4,
33350,ORD00033350,20240326,20240328,4,
33351,ORD00033351,20240326,20240329,3,
33352,ORD00033352,20240326,20240329,4,
33353,ORD00033353,20240326,20240330,4,
33354,ORD00033354,20240326,20240401,2,Follow-up required
33355,ORD00033355,20240326,20240329,5,
33356,ORD00033356,20240326,20240402,5,
33357,ORD00033357,20240326,20240401,2,Follow-up required
33358,ORD00033358,20240326,20240327,4,
33359,ORD00033359,20240326,20240327,4,
33360,ORD00033360,20240326,20240331,1,Follow-up required
33361,ORD00033361,20240326,20240329,3,
33362,ORD00033362,20240326,20240402,5,
33363,ORD00033363,20240327,20240403,4,
33364,ORD00033364,20240327,20240331,5,
33365,ORD00033365,20240327,20240329,4,
33366,ORD00033366,20240327,20240328,1,Follow-up required
33367,ORD00033367,20240327,20240401,2,Follow-up required
33368,ORD00033368,20240327,20240402,5,
33369,ORD00033369,20240327,20240331,4,
33370,ORD00033370,20240327,20240328,2,Follow-up required
33371,ORD00033371,20240327,20240402,4,
33372,ORD00033372,20240327,20240402,5,
33373,ORD00033373,20240327,20240328,5,
33374,ORD00033374,20240327,20240331,3,
33375,ORD00033375,20240327,20240401,3,
33376,ORD00033376,20240327,20240328,5,
33377,ORD00033377,20240327,20240403,5,
33378,ORD00033378,20240327,20240403,3,
33379,ORD00033379,20240327,20240331,5,
33380,ORD00033380,20240327,20240331,3,
33381,ORD00033381,20240327,20240401,3,
33382,ORD00033382,20240327,20240328,3,
33383,ORD00033383,20240327,20240330,2,Follow-up required
33384,ORD00033384,20240327,20240331,5,
33385,ORD00033385,20240327,20240402,4,
33386,ORD00033386,20240327,20240331,3,
33387,ORD00033387,20240327,20240328,5,
33388,ORD00033388,20240327,20240401,5,
33389,ORD00033389,20240327,20240401,2,Follow-up required
33390,ORD00033390,20240327,20240328,4,
33391,ORD00033391,20240327,20240402,5,
33392,ORD00033392,20240327,20240401,5,
33393,ORD00033393,20240327,20240328,5,
33394,ORD00033394,20240327,20240403,3,
33395,ORD00033395,20240327,20240330,3,
33396,ORD00033396,20240327,20240329,5,
33397,ORD00033397,20240327,20240403,5,
33398,ORD00033398,20240327,20240401,3,
33399,ORD00033399,20240327,20240403,1,Follow-up required
33400,ORD00033400,20240327,20240331,5,
33401,ORD00033401,20240327,20240331,4,
33402,ORD00033402,20240327,20240328,3,
33403,ORD00033403,20240327,20240328,3,
33404,ORD00033404,20240327,20240331,4,
33405,ORD00033405,20240327,20240401,4,
33406,ORD00033406,20240327,20240328,4,
33407,ORD00033407,20240327,20240402,2,Follow-up required
33408,ORD00033408,20240327,20240328,5,
33409,ORD00033409,20240327,20240328,5,
33410,ORD00033410,20240327,20240403,5,
33411,ORD00033411,20240327,20240402,5,
33412,ORD00033412,20240327,20240329,4,
33413,ORD00033413,20240327,20240402,3,
33414,ORD00033414,20240327,20240331,1,Follow-up required
33415,ORD00033415,20240327,20240402,2,Follow-up required
33416,ORD00033416,20240327,20240328,3,
33417,ORD00033417,20240327,20240330,4,
33418,ORD00033418,20240327,20240401,5,
33419,ORD00033419,20240327,20240330,4,
33420,ORD00033420,20240327,20240402,4,
33421,ORD00033421,20240327,20240328,4,
33422,ORD00033422,20240327,20240331,3,
33423,ORD00033423,20240327,20240403,5,
33424,ORD00033424,20240327,20240401,4,
33425,ORD00033425,20240327,20240402,3,
33426,ORD00033426,20240327,20240329,5,
33427,ORD00033427,20240327,20240329,4,
33428,ORD00033428,20240327,20240331,4,
33429,ORD00033429,20240327,20240330,4,
33430,ORD00033430,20240327,20240403,5,
33431,ORD00033431,20240327,20240328,3,
33432,ORD00033432,20240327,20240330,5,
33433,ORD00033433,20240327,20240329,5,
33434,ORD00033434,20240327,20240402,4,
33435,ORD00033435,20240327,20240331,4,
33436,ORD00033436,20240327,20240330,5,
33437,ORD00033437,20240327,20240403,4,
33438,ORD00033438,20240327,20240401,5,
33439,ORD00033439,20240327,20240330,4,
33440,ORD00033440,20240327,20240330,4,
33441,ORD00033441,20240327,20240330,4,
33442,ORD00033442,20240327,20240329,4,
33443,ORD00033443,20240327,20240328,2,Follow-up required
33444,ORD00033444,20240327,20240331,5,
33445,ORD00033445,20240327,20240401,4,
33446,ORD00033446,20240327,20240328,5,
33447,ORD00033447,20240328,20240330,3,
33448,ORD00033448,20240328,20240330,4,
33449,ORD00033449,20240328,20240403,5,
33450,ORD00033450,20240328,20240329,5,
33451,ORD00033451,20240328,20240330,5,
33452,ORD00033452,20240328,20240330,5,
33453,ORD00033453,20240328,20240401,3,
33454,ORD00033454,20240328,20240329,5,
33455,ORD00033455,20240328,20240330,3,
33456,ORD00033456,20240328,20240403,3,
33457,ORD00033457,20240328,20240403,2,Follow-up required
33458,ORD00033458,20240328,20240331,5,
33459,ORD00033459,20240328,20240330,2,Follow-up required
33460,ORD00033460,20240328,20240330,2,Follow-up required
33461,ORD00033461,20240328,20240402,3,
33462,ORD00033462,20240328,20240330,4,
33463,ORD00033463,20240328,20240329,5,
33464,ORD00033464,20240328,20240404,4,
33465,ORD00033465,20240328,20240402,4,
33466,ORD00033466,20240328,20240404,3,
33467,ORD00033467,20240328,20240329,3,
33468,ORD00033468,20240328,20240402,2,Follow-up required
33469,ORD00033469,20240328,20240402,4,
33470,ORD00033470,20240328,20240402,4,
33471,ORD00033471,20240328,20240401,3,
33472,ORD00033472,20240328,20240404,5,
33473,ORD00033473,20240328,20240402,5,
33474,ORD00033474,20240328,20240404,2,Follow-up required
33475,ORD00033475,20240328,20240401,1,Follow-up required
33476,ORD00033476,20240328,20240404,5,
33477,ORD00033477,20240328,20240403,3,
33478,ORD00033478,20240328,20240331,4,
33479,ORD00033479,20240328,20240330,4,
33480,ORD00033480,20240328,20240404,5,
33481,ORD00033481,20240328,20240402,4,
33482,ORD00033482,20240328,20240331,1,Follow-up required
33483,ORD00033483,20240328,20240329,1,Follow-up required
33484,ORD00033484,20240328,20240330,3,
33485,ORD00033485,20240328,20240403,3,
33486,ORD00033486,20240328,20240331,4,
33487,ORD00033487,20240328,20240403,5,
33488,ORD00033488,20240328,20240401,3,
33489,ORD00033489,20240328,20240403,4,
33490,ORD00033490,20240328,20240402,3,
33491,ORD00033491,20240328,20240329,1,Follow-up required
33492,ORD00033492,20240328,20240402,5,
33493,ORD00033493,20240328,20240404,2,Follow-up required
33494,ORD00033494,20240328,20240330,3,
33495,ORD00033495,20240328,20240329,2,Follow-up required
33496,ORD00033496,20240328,20240402,4,
33497,ORD00033497,20240328,20240404,5,
33498,ORD00033498,20240328,20240402,2,Follow-up required
33499,ORD00033499,20240328,20240403,4,
33500,ORD00033500,20240328,20240402,1,Follow-up required
33501,ORD00033501,20240328,20240401,5,
33502,ORD00033502,20240328,20240404,4,
33503,ORD00033503,20240328,20240330,4,
33504,ORD00033504,20240328,20240329,4,
33505,ORD00033505,20240328,20240403,5,
33506,ORD00033506,20240328,20240330,4,
33507,ORD00033507,20240328,20240330,4,
33508,ORD00033508,20240328,20240331,4,
33509,ORD00033509,20240328,20240330,4,
33510,ORD00033510,20240328,20240331,3,
33511,ORD00033511,20240328,20240402,3,
33512,ORD00033512,20240328,20240403,2,Follow-up required
33513,ORD00033513,20240328,20240404,4,
33514,ORD00033514,20240328,20240404,4,
33515,ORD00033515,20240328,20240402,2,Follow-up required
33516,ORD00033516,20240328,20240329,4,
33517,ORD00033517,20240328,20240330,5,
33518,ORD00033518,20240328,20240331,3,
33519,ORD00033519,20240328,20240404,3,
33520,ORD00033520,20240328,20240331,5,
33521,ORD00033521,20240328,20240402,4,
33522,ORD00033522,20240328,20240403,2,Follow-up required
33523,ORD00033523,20240328,20240404,4,
33524,ORD00033524,20240328,20240403,4,
33525,ORD00033525,20240328,20240401,4,
33526,ORD00033526,20240328,20240331,4,
33527,ORD00033527,20240328,20240401,4,
33528,ORD00033528,20240328,20240403,5,
33529,ORD00033529,20240328,20240404,3,
33530,ORD00033530,20240328,20240329,5,
33531,ORD00033531,20240328,20240404,5,
33532,ORD00033532,20240328,20240402,4,
33533,ORD00033533,20240328,20240401,5,
33534,ORD00033534,20240329,20240331,3,
33535,ORD00033535,20240329,20240401,3,
33536,ORD00033536,20240329,20240403,5,
33537,ORD00033537,20240329,20240404,1,Follow-up required
33538,ORD00033538,20240329,20240403,3,
33539,ORD00033539,20240329,20240331,4,
33540,ORD00033540,20240329,20240401,4,
33541,ORD00033541,20240329,20240403,4,
33542,ORD00033542,20240329,20240405,3,
33543,ORD00033543,20240329,20240401,2,Follow-up required
33544,ORD00033544,20240329,20240405,4,
33545,ORD00033545,20240329,20240331,4,
33546,ORD00033546,20240329,20240404,4,
33547,ORD00033547,20240329,20240405,4,
33548,ORD00033548,20240329,20240401,4,
33549,ORD00033549,20240329,20240401,3,
33550,ORD00033550,20240329,20240403,5,
33551,ORD00033551,20240329,20240402,2,Follow-up required
33552,ORD00033552,20240329,20240403,3,
33553,ORD00033553,20240329,20240331,5,
33554,ORD00033554,20240329,20240331,3,
33555,ORD00033555,20240329,20240330,4,
33556,ORD00033556,20240329,20240331,3,
33557,ORD00033557,20240329,20240404,4,
33558,ORD00033558,20240329,20240330,3,
33559,ORD00033559,20240329,20240331,5,
33560,ORD00033560,20240329,20240403,4,
33561,ORD00033561,20240329,20240401,4,
33562,ORD00033562,20240329,20240402,5,
33563,ORD00033563,20240329,20240404,4,
33564,ORD00033564,20240329,20240405,4,
33565,ORD00033565,20240329,20240331,4,
33566,ORD00033566,20240329,20240401,4,
33567,ORD00033567,20240329,20240330,5,
33568,ORD00033568,20240329,20240404,2,Follow-up required
33569,ORD00033569,20240329,20240403,5,
33570,ORD00033570,20240329,20240331,4,
33571,ORD00033571,20240329,20240402,5,
33572,ORD00033572,20240329,20240405,1,Follow-up required
33573,ORD00033573,20240329,20240403,5,
33574,ORD00033574,20240329,20240402,2,Follow-up required
33575,ORD00033575,20240329,20240331,5,
33576,ORD00033576,20240329,20240330,4,
33577,ORD00033577,20240329,20240403,4,
33578,ORD00033578,20240329,20240403,4,
33579,ORD00033579,20240329,20240401,3,
33580,ORD00033580,20240329,20240401,4,
33581,ORD00033581,20240329,20240404,3,
33582,ORD00033582,20240329,20240402,4,
33583,ORD00033583,20240329,20240403,5,
33584,ORD00033584,20240329,20240330,2,Follow-up required
33585,ORD00033585,20240329,20240331,4,
33586,ORD00033586,20240329,20240401,4,
33587,ORD00033587,20240329,20240402,3,
33588,ORD00033588,20240329,20240404,5,
33589,ORD00033589,20240329,20240402,4,
33590,ORD00033590,20240329,20240331,3,
33591,ORD00033591,20240329,20240403,2,Follow-up required
33592,ORD00033592,20240329,20240403,4,
33593,ORD00033593,20240329,20240404,4,
33594,ORD00033594,20240329,20240403,3,
33595,ORD00033595,20240329,20240402,1,Follow-up required
33596,ORD00033596,20240329,20240405,4,
33597,ORD00033597,20240329,20240404,4,
33598,ORD00033598,20240329,20240330,2,Follow-up required
33599,ORD00033599,20240329,20240401,4,
33600,ORD00033600,20240329,20240405,5,
33601,ORD00033601,20240329,20240403,5,
33602,ORD00033602,20240329,20240330,5,
33603,ORD00033603,20240329,20240331,5,
33604,ORD00033604,20240329,20240405,3,
33605,ORD00033605,20240329,20240331,3,
33606,ORD00033606,20240329,20240331,4,
33607,ORD00033607,20240329,20240405,4,
33608,ORD00033608,20240329,20240405,5,
33609,ORD00033609,20240329,20240402,3,
33610,ORD00033610,20240329,20240403,4,
33611,ORD00033611,20240329,20240331,4,
33612,ORD00033612,20240329,20240405,4,
33613,ORD00033613,20240329,20240402,4,
33614,ORD00033614,20240329,20240405,3,
33615,ORD00033615,20240329,20240401,5,
33616,ORD00033616,20240329,20240330,4,
33617,ORD00033617,20240329,20240330,4,
33618,ORD00033618,20240330,20240406,3,
33619,ORD00033619,20240330,20240406,4,
33620,ORD00033620,20240330,20240402,3,
33621,ORD00033621,20240330,20240401,3,
33622,ORD00033622,20240330,20240403,3,
33623,ORD00033623,20240330,20240331,1,Follow-up required
33624,ORD00033624,20240330,20240403,4,
33625,ORD00033625,20240330,20240331,4,
33626,ORD00033626,20240330,20240406,5,
33627,ORD00033627,20240330,20240401,1,Follow-up required
33628,ORD00033628,20240330,20240401,1,Follow-up required
33629,ORD00033629,20240330,20240404,5,
33630,ORD00033630,20240330,20240401,2,Follow-up required
33631,ORD00033631,20240330,20240404,1,Follow-up required
33632,ORD00033632,20240330,20240406,3,
33633,ORD00033633,20240330,20240401,5,
33634,ORD00033634,20240330,20240406,5,
33635,ORD00033635,20240330,20240406,3,
33636,ORD00033636,20240330,20240406,4,
33637,ORD00033637,20240330,20240403,4,
33638,ORD00033638,20240330,20240404,5,
33639,ORD00033639,20240330,20240406,2,Follow-up required
33640,ORD00033640,20240330,20240404,5,
33641,ORD00033641,20240330,20240406,3,
33642,ORD00033642,20240330,20240403,4,
33643,ORD00033643,20240330,20240402,3,
33644,ORD00033644,20240330,20240331,5,
33645,ORD00033645,20240330,20240401,4,
33646,ORD00033646,20240330,20240331,4,
33647,ORD00033647,20240330,20240401,4,
33648,ORD00033648,20240330,20240405,4,
33649,ORD00033649,20240330,20240404,5,
33650,ORD00033650,20240330,20240405,3,
33651,ORD00033651,20240330,20240406,4,
33652,ORD00033652,20240330,20240402,3,
33653,ORD00033653,20240330,20240404,4,
33654,ORD00033654,20240330,20240403,5,
33655,ORD00033655,20240330,20240404,4,
33656,ORD00033656,20240330,20240401,5,
33657,ORD00033657,20240330,20240403,3,
33658,ORD00033658,20240330,20240401,4,
33659,ORD00033659,20240330,20240405,4,
33660,ORD00033660,20240330,20240406,5,
33661,ORD00033661,20240330,20240331,3,
33662,ORD00033662,20240330,20240401,4,
33663,ORD00033663,20240330,20240402,5,
33664,ORD00033664,20240330,20240401,5,
33665,ORD00033665,20240330,20240402,4,
33666,ORD00033666,20240330,20240406,4,
33667,ORD00033667,20240330,20240404,4,
33668,ORD00033668,20240330,20240404,3,
33669,ORD00033669,20240330,20240405,4,
33670,ORD00033670,20240330,20240401,5,
33671,ORD00033671,20240330,20240331,2,Follow-up required
33672,ORD00033672,20240330,20240331,4,
33673,ORD00033673,20240330,20240402,5,
33674,ORD00033674,20240330,20240405,2,Follow-up required
33675,ORD00033675,20240330,20240405,4,
33676,ORD00033676,20240330,20240406,5,
33677,ORD00033677,20240330,20240405,5,
33678,ORD00033678,20240330,20240401,4,
33679,ORD00033679,20240330,20240405,1,Follow-up required
33680,ORD00033680,20240330,20240402,2,Follow-up required
33681,ORD00033681,20240330,20240404,4,
33682,ORD00033682,20240330,20240401,2,Follow-up required
33683,ORD00033683,20240330,20240401,2,Follow-up required
33684,ORD00033684,20240330,20240401,5,
33685,ORD00033685,20240330,20240402,5,
33686,ORD00033686,20240330,20240401,5,
33687,ORD00033687,20240330,20240405,2,Follow-up required
33688,ORD00033688,20240330,20240403,3,
33689,ORD00033689,20240330,20240402,5,
33690,ORD00033690,20240330,20240406,5,
33691,ORD00033691,20240330,20240405,5,
33692,ORD00033692,20240330,20240331,5,
33693,ORD00033693,20240330,20240406,5,
33694,ORD00033694,20240330,20240331,4,
33695,ORD00033695,20240330,20240403,3,
33696,ORD00033696,20240330,20240331,4,
33697,ORD00033697,20240330,20240401,4,
33698,ORD00033698,20240330,20240404,3,
33699,ORD00033699,20240330,20240331,5,
33700,ORD00033700,20240330,20240405,2,Follow-up required
33701,ORD00033701,20240330,20240402,5,
33702,ORD00033702,20240331,20240407,1,Follow-up required
33703,ORD00033703,20240331,20240401,4,
33704,ORD00033704,20240331,20240407,5,
33705,ORD00033705,20240331,20240404,2,Follow-up required
33706,ORD00033706,20240331,20240402,4,
33707,ORD00033707,20240331,20240406,3,
33708,ORD00033708,20240331,20240401,5,
33709,ORD00033709,20240331,20240402,5,
33710,ORD00033710,20240331,20240406,5,
33711,ORD00033711,20240331,20240406,5,
33712,ORD00033712,20240331,20240406,5,
33713,ORD00033713,20240331,20240404,3,
33714,ORD00033714,20240331,20240401,3,
33715,ORD00033715,20240331,20240404,4,
33716,ORD00033716,20240331,20240402,4,
33717,ORD00033717,20240331,20240407,5,
33718,ORD00033718,20240331,20240406,3,
33719,ORD00033719,20240331,20240405,2,Follow-up required
33720,ORD00033720,20240331,20240405,4,
33721,ORD00033721,20240331,20240403,3,
33722,ORD00033722,20240331,20240402,4,
33723,ORD00033723,20240331,20240401,4,
33724,ORD00033724,20240331,20240404,5,
33725,ORD00033725,20240331,20240406,2,Follow-up required
33726,ORD00033726,20240331,20240407,5,
33727,ORD00033727,20240331,20240404,1,Follow-up required
33728,ORD00033728,20240331,20240402,3,
33729,ORD00033729,20240331,20240405,4,
33730,ORD00033730,20240331,20240404,1,Follow-up required
33731,ORD00033731,20240331,20240403,2,Follow-up required
33732,ORD00033732,20240331,20240402,2,Follow-up required
33733,ORD00033733,20240331,20240401,4,
33734,ORD00033734,20240331,20240407,5,
33735,ORD00033735,20240331,20240407,4,
33736,ORD00033736,20240331,20240404,4,
33737,ORD00033737,20240331,20240407,3,
33738,ORD00033738,20240331,20240407,1,Follow-up required
33739,ORD00033739,20240331,20240406,1,Follow-up required
33740,ORD00033740,20240331,20240401,5,
33741,ORD00033741,20240331,20240405,2,Follow-up required
33742,ORD00033742,20240331,20240405,5,
33743,ORD00033743,20240331,20240407,3,
33744,ORD00033744,20240331,20240401,4,
33745,ORD00033745,20240331,20240404,5,
33746,ORD00033746,20240331,20240405,4,
33747,ORD00033747,20240331,20240404,5,
33748,ORD00033748,20240331,20240404,4,
33749,ORD00033749,20240331,20240405,3,
33750,ORD00033750,20240331,20240404,3,
33751,ORD00033751,20240331,20240403,5,
33752,ORD00033752,20240331,20240407,3,
33753,ORD00033753,20240331,20240405,3,
33754,ORD00033754,20240331,20240401,5,
33755,ORD00033755,20240331,20240403,3,
33756,ORD00033756,20240331,20240401,4,
33757,ORD00033757,20240331,20240407,5,
33758,ORD00033758,20240331,20240405,4,
33759,ORD00033759,20240331,20240402,4,
33760,ORD00033760,20240331,20240404,5,
33761,ORD00033761,20240331,20240406,3,
33762,ORD00033762,20240331,20240403,3,
33763,ORD00033763,20240331,20240404,4,
33764,ORD00033764,20240331,20240403,5,
33765,ORD00033765,20240331,20240402,1,Follow-up required
33766,ORD00033766,20240331,20240402,4,
33767,ORD00033767,20240331,20240405,3,
33768,ORD00033768,20240331,20240406,3,
33769,ORD00033769,20240331,20240406,4,
33770,ORD00033770,20240331,20240401,3,
33771,ORD00033771,20240331,20240406,4,
33772,ORD00033772,20240331,20240403,4,
33773,ORD00033773,20240331,20240401,3,
33774,ORD00033774,20240331,20240402,3,
33775,ORD00033775,20240331,20240407,3,
33776,ORD00033776,20240331,20240404,2,Follow-up required
33777,ORD00033777,20240331,20240407,4,
33778,ORD00033778,20240331,20240404,4,
33779,ORD00033779,20240331,20240406,3,
33780,ORD00033780,20240331,20240407,4,
33781,ORD00033781,20240331,20240407,5,
33782,ORD00033782,20240331,20240405,2,Follow-up required
33783,ORD00033783,20240331,20240406,4,
33784,ORD00033784,20240331,20240404,5,
33785,ORD00033785,20240331,20240404,1,Follow-up required
33786,ORD00033786,20240331,20240402,5,
33787,ORD00033787,20240331,20240407,5,
33788,ORD00033788,20240401,20240404,2,Follow-up required
33789,ORD00033789,20240401,20240406,5,
33790,ORD00033790,20240401,20240407,4,
33791,ORD00033791,20240401,20240402,2,Follow-up required
33792,ORD00033792,20240401,20240402,4,
33793,ORD00033793,20240401,20240407,2,Follow-up required
33794,ORD00033794,20240401,20240407,4,
33795,ORD00033795,20240401,20240403,1,Follow-up required
33796,ORD00033796,20240401,20240408,5,
33797,ORD00033797,20240401,20240402,4,
33798,ORD00033798,20240401,20240405,4,
33799,ORD00033799,20240401,20240405,3,
33800,ORD00033800,20240401,20240408,4,
33801,ORD00033801,20240401,20240405,3,
33802,ORD00033802,20240401,20240405,5,
33803,ORD00033803,20240401,20240408,3,
33804,ORD00033804,20240401,20240403,4,
33805,ORD00033805,20240401,20240407,3,
33806,ORD00033806,20240401,20240405,4,
33807,ORD00033807,20240401,20240405,4,
33808,ORD00033808,20240401,20240407,4,
33809,ORD00033809,20240401,20240406,4,
33810,ORD00033810,20240401,20240403,4,
33811,ORD00033811,20240401,20240408,5,
33812,ORD00033812,20240401,20240402,5,
33813,ORD00033813,20240401,20240404,4,
33814,ORD00033814,20240401,20240407,5,
33815,ORD00033815,20240401,20240408,5,
33816,ORD00033816,20240401,20240406,4,
33817,ORD00033817,20240401,20240407,2,Follow-up required
33818,ORD00033818,20240401,20240408,4,
33819,ORD00033819,20240401,20240408,4,
33820,ORD00033820,20240401,20240405,4,
33821,ORD00033821,20240401,20240407,4,
33822,ORD00033822,20240401,20240404,4,
33823,ORD00033823,20240401,20240402,4,
33824,ORD00033824,20240401,20240402,4,
33825,ORD00033825,20240401,20240402,2,Follow-up required
33826,ORD00033826,20240401,20240402,3,
33827,ORD00033827,20240401,20240403,4,
33828,ORD00033828,20240401,20240403,4,
33829,ORD00033829,20240401,20240404,5,
33830,ORD00033830,20240401,20240406,2,Follow-up required
33831,ORD00033831,20240401,20240406,3,
33832,ORD00033832,20240401,20240402,4,
33833,ORD00033833,20240401,20240408,4,
33834,ORD00033834,20240401,20240404,3,
33835,ORD00033835,20240401,20240403,4,
33836,ORD00033836,20240401,20240405,1,Follow-up required
33837,ORD00033837,20240401,20240404,1,Follow-up required
33838,ORD00033838,20240401,20240406,2,Follow-up required
33839,ORD00033839,20240401,20240407,4,
33840,ORD00033840,20240401,20240402,5,
33841,ORD00033841,20240401,20240406,3,
33842,ORD00033842,20240401,20240406,1,Follow-up required
33843,ORD00033843,20240401,20240407,5,
33844,ORD00033844,20240401,20240403,5,
33845,ORD00033845,20240401,20240407,2,Follow-up required
33846,ORD00033846,20240401,20240407,4,
